Price,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
7056,DODGE,RAM,2012,Sedan,Yes,Petrol,5.7,0 km,8.0,Automatic,Front,04-May,Left wheel,White,12
3293,DODGE,Challenger,2016,Coupe,Yes,Petrol,3.6,126038 km,6.0,Automatic,Rear,02-Mar,Left wheel,Black,12
7056,DODGE,RAM,2012,Sedan,Yes,Petrol,5.7,186251 km,8.0,Automatic,Rear,04-May,Left wheel,Blue,12
12074,DODGE,Avenger,2019,Sedan,Yes,Petrol,3.6,32453 km,6.0,Automatic,Front,04-May,Left wheel,Grey,12
16308,DODGE,Caravan tradesman,2014,Minivan,No,Petrol,3.6,130000 km,6.0,Tiptronic,Front,04-May,Left wheel,White,6
706,DODGE,Caliber,2011,Hatchback,Yes,Petrol,2,193013 km,4.0,Automatic,Front,04-May,Left wheel,White,12
2901,DODGE,Avenger,2011,Sedan,Yes,Petrol,2.4,174518 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
11604,DODGE,Caliber,2009,Jeep,No,LPG,2,134500 km,4.0,Variator,Front,04-May,Left wheel,Orange,8
1646,DODGE,Challenger,2016,Coupe,Yes,Petrol,3.6,127245 km,6.0,Automatic,Rear,02-Mar,Left wheel,Red,12
13172,DODGE,Caliber,2011,Hatchback,No,Petrol,2,89000 km,4.0,Automatic,Front,04-May,Left wheel,White,0
15053,DODGE,Dart,2012,Sedan,No,Petrol,1.4 Turbo,142000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,9
31361,DODGE,Challenger,2013,Coupe,Yes,Petrol,3.6,85000 km,6.0,Tiptronic,Rear,02-Mar,Left wheel,Silver,10
2100,DODGE,Caravan,1998,Minivan,No,CNG,3,1000 km,6.0,Manual,Front,04-May,Left wheel,Grey,4
13485,DODGE,Caliber,2010,Hatchback,Yes,Petrol,2,1100000 km,4.0,Automatic,Front,04-May,Left wheel,Black,6
10036,DODGE,Caliber,2008,Hatchback,No,Petrol,2,240000 km,4.0,Variator,Front,04-May,Left wheel,Black,6
3058,DODGE,Challenger,2013,Coupe,Yes,Petrol,3.6,232853 km,6.0,Automatic,Rear,02-Mar,Left wheel,Black,12
706,DODGE,Avenger,2012,Sedan,Yes,Petrol,3.6,667058 km,6.0,Automatic,Front,04-May,Left wheel,Blue,12
14740,DODGE,Caliber,2011,Hatchback,Yes,Petrol,2,110000 km,4.0,Automatic,4x4,04-May,Left wheel,Black,6
10349,DODGE,Caliber,2010,Jeep,No,Petrol,2,90000 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,12
10976,DODGE,Durango,2004,Jeep,Yes,LPG,5.7,200000 km,8.0,Automatic,4x4,04-May,Left wheel,Blue,6
4391,DODGE,Ramcharger,2014,Sedan,Yes,Petrol,3.6,173770 km,6.0,Automatic,Rear,04-May,Left wheel,White,12
9408,DODGE,Caliber,2012,Hatchback,No,Petrol,2,133000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,8
18189,DODGE,Dart GT 2.4,2015,Sedan,Yes,Petrol,2.4,48000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
10976,DODGE,Avenger,2012,Sedan,No,Petrol,2.4,110000 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,8
7527,DODGE,Ramcharger,2018,Sedan,Yes,Petrol,5.7,91843 km,8.0,Automatic,Rear,04-May,Left wheel,Black,12
14000,DODGE,Challenger,2010,Coupe,No,Petrol,5.7,0 km,8.0,Manual,4x4,02-Mar,Left wheel,Black,8
862,DODGE,Avenger,2008,Sedan,Yes,Petrol,3.8,319858 km,6.0,Automatic,Front,04-May,Left wheel,Silver,12
10976,DODGE,Caliber,2011,Hatchback,No,Petrol,2,200000 km,4.0,Variator,Front,04-May,Left wheel,Black,10
21012,DODGE,Caravan,2012,Minivan,No,Petrol,3.6,160000 km,6.0,Tiptronic,Front,04-May,Left wheel,Black,4
6,DODGE,Neon,2001,Sedan,No,Petrol,2,34000 km,4.0,Automatic,Front,04-May,Left wheel,Black,1
4704,DODGE,Caravan,2001,Minivan,No,CNG,3.8,33333 km,6.0,Automatic,Front,04-May,Left wheel,Golden,4
1254,DODGE,Journey,2017,Jeep,Yes,Petrol,2.4,74499 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
4704,DODGE,Neon,2002,Sedan,No,Petrol,2,104000 km,4.0,Automatic,Front,04-May,Left wheel,Red,0
10976,DODGE,Caliber,2011,Universal,No,Petrol,2,167000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,5
15053,DODGE,Caliber,2010,Hatchback,No,Petrol,2,83000 km,4.0,Automatic,Front,>5,Left wheel,Golden,6
1333,DODGE,Avenger,2013,Sedan,Yes,Petrol,3.6,204934 km,6.0,Automatic,Front,04-May,Left wheel,Grey,12
706,DODGE,Avenger,2015,Sedan,Yes,Petrol,2.4,180973 km,4.0,Automatic,Front,04-May,Left wheel,White,12
8467,DODGE,Caliber,2010,Hatchback,No,Petrol,2.4,145600 km,4.0,Manual,Front,04-May,Left wheel,Black,6
16935,DODGE,Ramcharger,2019,Sedan,Yes,Petrol,3.6,22293 km,6.0,Automatic,Rear,04-May,Left wheel,Grey,12
251,DODGE,RAM,2011,Sedan,Yes,Petrol,5.7,0 km,8.0,Automatic,Front,04-May,Left wheel,Silver,12
4861,DODGE,Challenger,2015,Coupe,Yes,Petrol,3.6,72608 km,6.0,Automatic,Rear,02-Mar,Left wheel,Grey,12
7840,DODGE,Caliber,2009,Hatchback,No,Petrol,2,256000 km,4.0,Variator,Front,04-May,Left wheel,Silver,8
22266,DODGE,Challenger,2016,Coupe,Yes,Petrol,6.4,72995 km,8.0,Automatic,Rear,02-Mar,Left wheel,Red,12
1882,DODGE,Journey,2010,Jeep,Yes,Petrol,3.5,243477 km,6.0,Automatic,Front,04-May,Left wheel,Blue,12
2509,DODGE,Intrepid,1999,Sedan,No,Petrol,2.7,215064 km,6.0,Automatic,Front,04-May,Left wheel,Beige,5
941,DODGE,Journey,2016,Jeep,Yes,Petrol,3.6,174730 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
14740,DODGE,Dart,2013,Sedan,No,Petrol,2,152000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,8
7840,DODGE,Durango,2003,Jeep,No,CNG,4.7,240000 km,8.0,Automatic,4x4,04-May,Left wheel,Brown,6
23521,DODGE,Challenger,2013,Coupe,No,Petrol,3.6,156192 km,2.0,Manual,Rear,04-May,Left wheel,Blue,12
2822,DODGE,Neon,2000,Sedan,No,Petrol,2,112300 km,4.0,Automatic,Front,04-May,Left wheel,Beige,4
706,DODGE,Durango,2011,Jeep,Yes,Petrol,3.6,344814 km,6.0,Automatic,4x4,04-May,Left wheel,Green,12
549,DODGE,Ramcharger,2014,Sedan,Yes,Petrol,3.6,272280 km,6.0,Automatic,Rear,04-May,Left wheel,Silver,12
16480,DODGE,Caliber journey,2010,Jeep,No,Petrol,2.4,83000 km,4.0,Automatic,Front,04-May,Left wheel,Black,8
13799,DODGE,Caliber,2010,Universal,No,Petrol,2,63000 km,4.0,Automatic,Front,04-May,Left wheel,Black,6
1500,DODGE,Durango,2001,Jeep,No,Petrol,4.7,0 km,8.0,Automatic,4x4,04-May,Left wheel,Black,7
784,DODGE,Avenger,2013,Sedan,Yes,Petrol,3.6,227549 km,6.0,Automatic,Front,04-May,Left wheel,Silver,12
7056,DODGE,RAM,2012,Sedan,Yes,Petrol,5.7,0 km,8.0,Automatic,Front,04-May,Left wheel,White,12
627,DODGE,Avenger,2015,Sedan,Yes,Petrol,2.4,101362 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
2979,DODGE,Ramcharger,2011,Sedan,Yes,Petrol,3.6,252253 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
31988,FERRARI,F50,2017,Coupe,Yes,Petrol,6.3,419200 km,12.0,Automatic,Rear,02-Mar,Left wheel,Silver,12
101923,FERRARI,456,2011,Coupe,Yes,Petrol,4.5,19442 km,8.0,Automatic,Rear,02-Mar,Left wheel,Yellow,12
10349,FIAT,500 Sport,2012,Coupe,No,Petrol,1.4,128000 km,4.0,Tiptronic,Front,02-Mar,Left wheel,White,6
14113,FIAT,500 Sport,2012,Coupe,Yes,Petrol,1.4,89000 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Red,10
1725,FIAT,500,2013,Jeep,Yes,Petrol,1.4,106902 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
4077,FIAT,500,2013,Sedan,Yes,Petrol,1.4,61650 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
17249,FIAT,500,2016,Coupe,No,Petrol,1.6,43000 km,4.0,Automatic,Front,02-Mar,Left wheel,Black,10
9095,FIAT,500,2011,Coupe,No,Petrol,1.2,141000 km,4.0,Automatic,Front,02-Mar,Right-hand drive,Red,4
12858,FIAT,500,2012,Coupe,Yes,Petrol,1.4,138000 km,4.0,Automatic,Front,02-Mar,Left wheel,Silver,4
11917,FIAT,500,2013,Sedan,Yes,Petrol,1.4,112000 km,4.0,Manual,Front,02-Mar,Left wheel,White,5
10976,FIAT,Punto,2007,Hatchback,No,Diesel,1.3 Turbo,212000 km,4.0,Automatic,Front,02-Mar,Left wheel,Blue,6
9408,FIAT,Panda,2005,Jeep,No,Petrol,1.2,28000 km,4.0,Manual,4x4,04-May,Left wheel,Sky blue,6
19130,FIAT,500 Abarth,2013,Coupe,No,Petrol,1.4 Turbo,98000 km,4.0,Manual,Front,02-Mar,Left wheel,Black,6
17562,FIAT,500 Abarth ტურბო,2012,Sedan,No,Petrol,1.4 Turbo,100000 km,6.0,Manual,Front,02-Mar,Left wheel,Grey,6
13172,FIAT,500C Lounge,2013,Cabriolet,Yes,Petrol,1.4,70000 km,4.0,Automatic,Front,02-Mar,Left wheel,Blue,6
10036,FIAT,500,2013,Sedan,Yes,Petrol,1.4,95000 km,4.0,Tiptronic,Front,04-May,Left wheel,Red,8
17562,FIAT,500L,2013,Jeep,No,Petrol,1.4,105445 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
4547,FIAT,Seicento fiat 600,1998,Sedan,No,Petrol,0.9,151000 km,4.0,Manual,Front,02-Mar,Left wheel,Green,0
23521,FIAT,500 Abarth,2018,Hatchback,Yes,Petrol,1.4 Turbo,0 km,4.0,Variator,Front,02-Mar,Left wheel,Black,12
314,FIAT,500,2016,Jeep,Yes,Petrol,1.4,77600 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
12231,FIAT,500,2012,Coupe,No,Petrol,1.4,80000 km,4.0,Manual,Front,02-Mar,Left wheel,Black,6
10976,FIAT,500,2012,Hatchback,No,Petrol,1.4,127520 km,4.0,Manual,Front,02-Mar,Left wheel,Green,6
11917,FIAT,500 SPORT,2012,Hatchback,Yes,Petrol,1.4,92800 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Red,7
24148,FIAT,500X,2015,Jeep,Yes,Petrol,2.4,92800 km,4.0,Tiptronic,4x4,04-May,Left wheel,Orange,6
14113,FIAT,500,2012,Sedan,Yes,Petrol,1.4,88000 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Black,6
15053,FIAT,500,2012,Coupe,Yes,Petrol,1.4,90000 km,4.0,Tiptronic,Front,04-May,Left wheel,Orange,6
28225,FIAT,500X Lounge,2015,Jeep,Yes,Petrol,2.4,46000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Silver,12
16308,FIAT,500 Lounge,2013,Coupe,Yes,Petrol,1.4,81064 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Green,12
549,FIAT,500,2013,Hatchback,Yes,Petrol,1.4,170459 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
8154,FIAT,Doblo,2001,Goods wagon,No,Diesel,1.9 Turbo,266000 km,4.0,Manual,Front,04-May,Left wheel,Carnelian red,2
12541,FIAT,500 sport,2012,Coupe,Yes,Petrol,1.4,81000 km,4.0,Manual,Front,02-Mar,Left wheel,Red,8
3293,FIAT,500,2012,Hatchback,Yes,Petrol,1.4,157317 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
11917,FIAT,500,2013,Hatchback,Yes,Petrol,1.4,49000 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
10036,FIAT,500,2013,Sedan,Yes,Petrol,1.4,95000 km,4.0,Tiptronic,Front,04-May,Left wheel,Red,8
15681,FIAT,500 turbo,2012,Hatchback,Yes,Petrol,1.4 Turbo,58000 km,4.0,Manual,Front,02-Mar,Left wheel,White,12
188,FIAT,500,2017,Hatchback,Yes,Petrol,1.4,47208 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
4391,FIAT,500,2013,Jeep,Yes,Petrol,1.4,107054 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
392,FIAT,500,2013,Jeep,Yes,Petrol,1.4,135914 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
11917,FIAT,500 46 ml,2015,Coupe,Yes,Petrol,1.4,75200 km,4.0,Tiptronic,Front,02-Mar,Left wheel,White,8
15367,FIAT,500,2015,Coupe,No,Petrol,1.4,19000 km,4.0,Manual,Front,04-May,Left wheel,Grey,10
14113,FIAT,500,2015,Hatchback,Yes,Petrol,1.4,84000 km,4.0,Automatic,Front,04-May,Left wheel,White,0
8781,FIAT,500,2013,Hatchback,Yes,Petrol,1.4,123163 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
314,FIAT,500,2012,Sedan,Yes,Petrol,1.4,240350 km,4.0,Automatic,Front,04-May,Left wheel,White,12
706,FIAT,500,2012,Hatchback,Yes,Petrol,1.4,164574 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
12855,FIAT,500 Sport,2012,Coupe,Yes,Petrol,1.4,81050 km,4.0,Automatic,Front,02-Mar,Left wheel,Red,4
18503,FIAT,500L,2014,Hatchback,No,Petrol,1.4 Turbo,57500 km,4.0,Automatic,Front,04-May,Left wheel,Red,6
8467,FIAT,Doblo,2002,Goods wagon,No,Diesel,1.9,170000 km,4.0,Manual,Front,04-May,Left wheel,Yellow,12
18000,FIAT,500 Abarth,2013,Coupe,No,Petrol,1.4 Turbo,142000 km,4.0,Manual,Front,02-Mar,Left wheel,White,4
14113,FIAT,500,2012,Sedan,Yes,Petrol,1.4,137600 km,4.0,Manual,Front,02-Mar,Left wheel,Brown,8
16621,FIAT,500,2014,Hatchback,Yes,Petrol,1.4,46400 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Green,8
3293,FIAT,500,2012,Sedan,Yes,Petrol,1.4,157317 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
13172,FIAT,500,2014,Coupe,Yes,Petrol,1.4,25000 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Green,6
14113,FIAT,500 Abarth,2013,Hatchback,Yes,Petrol,1.4 Turbo,108000 km,4.0,Manual,Front,02-Mar,Left wheel,White,4
1000,FIAT,Panda,1995,Sedan,No,Petrol,1,1300 km,4.0,Manual,Front,02-Mar,Left wheel,Red,0
1725,FIAT,500,2014,Jeep,Yes,Petrol,1.4,110539 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,12
2600,FIAT,Cinquecento,2000,Hatchback,No,Petrol,1.1,170000 km,4.0,Manual,Front,02-Mar,Left wheel,Black,2
16305,FIAT,500,2015,Hatchback,Yes,Petrol,1.4,64000 km,4.0,Automatic,Front,02-Mar,Left wheel,White,10
12544,FIAT,500 Sport,2012,Coupe,Yes,Petrol,1.4,120000 km,4.0,Manual,Front,02-Mar,Left wheel,Red,8
25089,FIAT,500C,2014,Hatchback,Yes,Diesel,1.4,20000 km,4.0,Manual,Front,02-Mar,Left wheel,Black,12
314,FIAT,500,2016,Sedan,Yes,Petrol,1.4,77600 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
13172,FIAT,500,2013,Coupe,No,Petrol,1.4,96000 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Red,8
11604,FIAT,500,2011,Coupe,Yes,Petrol,1.4,152848 km,4.0,Manual,Front,02-Mar,Left wheel,Blue,6
17876,FIAT,500,2013,Coupe,Yes,Petrol,1.4 Turbo,50000 km,4.0,Manual,Front,02-Mar,Left wheel,White,8
3450,FIAT,500,2012,Jeep,Yes,Petrol,1.4,108626 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
15053,FIAT,500 sport panorama,2015,Coupe,Yes,Petrol,1.4,70000 km,4.0,Automatic,Front,02-Mar,Left wheel,Grey,12
1176,FIAT,500,2012,Hatchback,Yes,Petrol,1.4,172315 km,4.0,Automatic,Front,04-May,Left wheel,Brown,12
9095,FIAT,500,2007,Coupe,Yes,Diesel,1.3 Turbo,150000 km,4.0,Manual,Front,02-Mar,Left wheel,Beige,12
11917,FIAT,500,2013,Coupe,Yes,Petrol,1.4,93000 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Blue,8
13956,FIAT,500 sport,2011,Hatchback,Yes,Petrol,1.4,180800 km,4.0,Automatic,Front,02-Mar,Left wheel,Red,6
17249,FIAT,500L,2014,Jeep,Yes,Petrol,1.4,56431 km,4.0,Tiptronic,4x4,04-May,Left wheel,White,12
10506,FIAT,500 s,2012,Hatchback,Yes,Petrol,1.4,110000 km,4.0,Manual,Front,02-Mar,Left wheel,Black,12
10036,FIAT,500L LONG,2012,Coupe,No,Petrol,1.4,83545 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
25089,FIAT,500 Abarth,2015,Hatchback,Yes,Petrol,1.4 Turbo,28000 km,4.0,Manual,Front,02-Mar,Left wheel,Red,12
17876,FIAT,500 Abarth,2013,Coupe,Yes,Petrol,1.4 Turbo,50000 km,4.0,Manual,Front,02-Mar,Left wheel,White,8
17249,FIAT,500 Abarth,2013,Coupe,Yes,Petrol,1.3 Turbo,91000 km,4.0,Manual,Front,02-Mar,Left wheel,Black,4
470,FIAT,500,2017,Jeep,Yes,Petrol,1.4,70941 km,4.0,Automatic,Front,04-May,Left wheel,Green,12
11133,FIAT,500 Sport,2015,Hatchback,Yes,Petrol,1.4,59763 km,4.0,Manual,Front,02-Mar,Left wheel,Blue,6
11917,FIAT,500,2012,Sedan,Yes,Petrol,1.4,101547 km,4.0,Automatic,Front,02-Mar,Left wheel,Black,7
15053,FIAT,500,2014,Hatchback,Yes,Petrol,1.4,71000 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Black,8
1000,FIAT,Panda,1995,Sedan,No,Petrol,1,1300 km,4.0,Manual,Front,02-Mar,Left wheel,Red,0
314,FORD,Escape,2011,Jeep,Yes,Hybrid,2.5,130306 km,4.0,Automatic,4x4,04-May,Left wheel,Green,0
5645,FORD,Mustang,2014,Sedan,Yes,Petrol,3.7,167046 km,6.0,Automatic,Rear,04-May,Left wheel,White,12
10036,FORD,Focus,2012,Sedan,No,Petrol,2,87000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
50178,FORD,Edge,2016,Jeep,Yes,Petrol,2.0 Turbo,8000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Black,6
862,FORD,Escape,2010,Jeep,Yes,Hybrid,2.5,174926 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
20385,FORD,Transit,2001,Microbus,Yes,Diesel,2.4 Turbo,240000 km,6.0,Manual,Rear,04-May,Left wheel,White,0
9408,FORD,Tourneo Connect,2008,Goods wagon,No,Diesel,1.8 Turbo,121000 km,4.0,Manual,Front,04-May,Left wheel,White,4
11604,FORD,Fiesta,2014,Sedan,No,Petrol,1.6,49000 km,4.0,Tiptronic,Front,04-May,Left wheel,Green,10
63839,FORD,Explorer,2014,Jeep,Yes,Petrol,3.5,48515 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
72268,FORD,Explorer,2016,Jeep,Yes,Petrol,2.3,101000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
14113,FORD,Focus,2014,Hatchback,No,Petrol,2,13000 km,4.0,Manual,Front,04-May,Left wheel,White,8
282,FORD,Transit,2000,Microbus,No,Diesel,2.3,1000 km,4.0,Manual,Rear,04-May,Left wheel,White,0
282,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,174619 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
3763,FORD,Fiesta,2019,Sedan,Yes,Petrol,1.6,47736 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
3607,FORD,Escape,2011,Jeep,Yes,Hybrid,2.5,168966 km,4.0,Automatic,4x4,04-May,Left wheel,White,0
4077,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,320554 km,4.0,Automatic,Front,04-May,Left wheel,White,0
4077,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,320554 km,4.0,Automatic,Front,04-May,Left wheel,White,0
188,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,196682 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
314,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,124493 km,4.0,Automatic,Front,04-May,Left wheel,White,0
157,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,339920 km,4.0,Automatic,Front,04-May,Left wheel,White,0
15681,FORD,Focus TITANIUM,2015,Sedan,Yes,Petrol,2,102000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,10
12544,FORD,Fiesta,2014,Sedan,Yes,Petrol,1.6,91125 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
18189,FORD,Focus,2016,Hatchback,No,Petrol,2,66000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,6
11604,FORD,Focus,2012,Sedan,No,Petrol,2,68000 km,4.0,Automatic,Front,04-May,Left wheel,White,8
48566,FORD,Explorer,2015,Jeep,Yes,Petrol,3.5,143604 km,4.0,Automatic,Front,04-May,Left wheel,White,4
14113,FORD,Focus,2012,Hatchback,No,Petrol,2,2012 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
10349,FORD,Fusion,2013,Sedan,Yes,Petrol,1.6 Turbo,117000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,12
39499,FORD,Taurus,2013,Sedan,Yes,Petrol,2,72407 km,4.0,Automatic,Front,04-May,Left wheel,White,4
220,FORD,Explorer,2015,Jeep,Yes,Petrol,3.5,0 km,6.0,Automatic,Front,04-May,Left wheel,White,12
17249,FORD,Escape,2010,Jeep,Yes,Hybrid,2.5,131000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,10
3136,FORD,Fiesta SE,2014,Hatchback,No,Petrol,1.6,144000 km,4.0,Automatic,Front,04-May,Left wheel,Red,7
2352,FORD,F150,2014,Sedan,Yes,Petrol,5,170541 km,8.0,Automatic,Rear,04-May,Left wheel,Silver,12
8938,FORD,C-MAX,2012,Hatchback,No,Hybrid,2,144000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,6
18817,FORD,Fusion,2013,Sedan,Yes,Petrol,2,87579 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
15681,FORD,Focus,2015,Sedan,Yes,Petrol,2,90000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,9
7527,FORD,Transit,1997,Microbus,Yes,Diesel,2.5,1000 km,4.0,Manual,Rear,04-May,Left wheel,White,0
16465,FORD,C-MAX,2016,Hatchback,No,Plug-in Hybrid,2,0 km,4.0,Automatic,Front,04-May,Left wheel,White,0
23521,FORD,C-MAX,2013,Hatchback,Yes,Hybrid,2,200925 km,4.0,Variator,Front,04-May,Left wheel,Black,12
21482,FORD,Fusion,2017,Sedan,Yes,Petrol,2.5,98000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,8
16621,FORD,C-MAX,2014,Sedan,Yes,Hybrid,2,254455 km,6.0,Automatic,Front,04-May,Left wheel,White,12
11604,FORD,Transit,2002,Goods wagon,No,Diesel,2.4 Turbo,111111 km,4.0,Manual,Rear,02-Mar,Left wheel,White,2
24148,FORD,Escape,2010,Jeep,Yes,Hybrid,2.5,160000 km,4.0,Variator,4x4,04-May,Left wheel,Black,6
1333,FORD,Focus,2018,Sedan,Yes,Petrol,2,107664 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
18189,FORD,Fusion,2014,Sedan,No,Petrol,2.5,133000 km,4.0,Tiptronic,Front,04-May,Left wheel,Green,12
19444,FORD,Fusion,2015,Sedan,No,Petrol,2.5,90000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,8
470,FORD,Fusion,2015,Sedan,Yes,Hybrid,2,367720 km,4.0,Automatic,Front,04-May,Left wheel,White,0
188,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,196682 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
12544,FORD,C-MAX,2013,Sedan,No,Hybrid,2,144000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,10
16621,FORD,Focus se,2014,Hatchback,No,Petrol,2,130326 km,4.0,Automatic,Front,04-May,Left wheel,Grey,6
282,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,174619 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
10036,FORD,Fusion,2015,Sedan,Yes,Hybrid,2,100747 km,4.0,Automatic,Front,04-May,Left wheel,Green,0
15681,FORD,Fusion,2013,Sedan,Yes,Petrol,2,134982 km,4.0,Automatic,Front,04-May,Left wheel,Red,0
126322,FORD,F150,2016,Sedan,Yes,Petrol,3.5,33543 km,4.0,Automatic,Front,04-May,Left wheel,White,4
15053,FORD,Transit,1996,Microbus,No,Diesel,2.5,188000 km,4.0,Manual,Rear,>5,Left wheel,White,0
9095,FORD,Escape,2011,Jeep,Yes,Petrol,3,70000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,8
11604,FORD,Transit,2000,Microbus,No,Diesel,2.0 Turbo,0 km,4.0,Manual,Front,02-Mar,Left wheel,White,2
11290,FORD,Transit,1997,Microbus,No,Diesel,2.5,0 km,4.0,Manual,Rear,04-May,Left wheel,White,2
15681,FORD,Tourneo Connect,2010,Goods wagon,No,Diesel,1.8 Turbo,132000 km,4.0,Manual,Front,04-May,Left wheel,White,6
19757,FORD,C-MAX,2013,Hatchback,No,Hybrid,2,72000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,6
21953,FORD,Escape,2008,Jeep,Yes,Hybrid,2.5,93000 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,10
220,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,193614 km,4.0,Automatic,Front,04-May,Left wheel,White,0
1333,FORD,Escape,2008,Jeep,Yes,Hybrid,0.4,349288 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0
862,FORD,Escape,2010,Jeep,Yes,Hybrid,2.5,174926 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
11917,FORD,Escape,2008,Jeep,No,Hybrid,2.5,192000 km,4.0,Variator,4x4,04-May,Left wheel,Blue,8
13799,FORD,Fiesta 1.6,2014,Hatchback,No,Petrol,1.6,134400 km,3.0,Automatic,Front,04-May,Left wheel,Grey,0
13485,FORD,Focus,2014,Sedan,Yes,Petrol,2,43000 km,4.0,Automatic,Front,04-May,Left wheel,Black,10
54458,FORD,Explorer,2015,Jeep,Yes,Petrol,2,121956 km,4.0,Automatic,Front,04-May,Left wheel,White,4
282,FORD,Escape,2008,Jeep,Yes,Hybrid,0.4,220474 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
12858,FORD,Fiesta,2011,Hatchback,No,Petrol,1.4,160000 km,4.0,Manual,Front,04-May,Left wheel,White,4
188,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,196682 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
21953,FORD,Fusion,2016,Sedan,No,Petrol,1.5 Turbo,91200 km,4.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,8
392,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,215965 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
